类型,问题,正确答案,prompt
常识,以下哪家公司并未推出过茶饮品类产品？,C,"以下是单项选择题，请选出其中的正确答案。

以下哪家公司并未推出过茶饮品类产品？
A. 康师傅
B. 统一
C. 脉动
D. 三得利
答案："
常识,2020年中国第一大护肤品公司是以下哪家？,B,"以下是单项选择题，请选出其中的正确答案。

2020年中国第一大护肤品公司是以下哪家？
A. 雅诗兰黛
B. Olay
C. 百雀羚
D. 植村秀
答案："
常识,2022年"双11"期间在中国大陆销量最高的美妆品牌是？,D,"以下是单项选择题，请选出其中的正确答案。

2022年""双11""期间在中国大陆销量最高的美妆品牌是？
A. 雅诗兰黛
B. CHANEL
C. MAC
D. 欧莱雅
答案："
常识,在2019年双11期间，以下哪家美妆品牌没有一小时销售过亿？,B,"以下是单项选择题，请选出其中的正确答案。

在2019年双11期间，以下哪家美妆品牌没有一小时销售过亿？
A. 雅诗兰黛
B. MAC
C. 完美日记
D. Olay
答案："
常识,与口红品牌“MAC”合作推出限定款口红的明星不包括以下哪位？,B,"以下是单项选择题，请选出其中的正确答案。

与口红品牌“MAC”合作推出限定款口红的明星不包括以下哪位？
A. 李宇春
B. 赵丽颖
C. 张艺兴
D. 杨幂
答案："
常识,以下哪位美妆博主与周大福合作推出偏爱系列？,C,"以下是单项选择题，请选出其中的正确答案。

以下哪位美妆博主与周大福合作推出偏爱系列？
A. 李佳琦
B. 薇娅
C. 毛戈平
D. 博妞
答案："
常识,以下哪种美妆产品并非“perfect diary”品牌所产？,B,"以下是单项选择题，请选出其中的正确答案。

以下哪种美妆产品并非“perfect diary”品牌所产？
A. 「小细跟」口红
B. 小棕瓶精华液
C. 小黑钻口红
D. 动物盘
答案："
常识,以下哪款饮品并非茶π发布过的口味？,C,"以下是单项选择题，请选出其中的正确答案。

以下哪款饮品并非茶π发布过的口味？
A. 西柚茉莉花茶
B. 蜜桃乌龙
C. 黑枸杞红宝石
D. 柚子绿茶
答案："
常识,以下哪款茶饮品牌没有发布过关于“零糖”产品线?,C,"以下是单项选择题，请选出其中的正确答案。

以下哪款茶饮品牌没有发布过关于“零糖”产品线?
A. 喜茶
B. 奈雪の茶
C. 蜜雪冰城
D. CoCo都可
答案："
常识,下列哪个中国本土美妆品牌并未赞助过综艺节目《乘风破浪的姐姐》？,D,"以下是单项选择题，请选出其中的正确答案。

下列哪个中国本土美妆品牌并未赞助过综艺节目《乘风破浪的姐姐》？
A. 完美日记
B. 花西子
C. 彩棉时代
D. 植美村
答案："
常识,这些年红遍中国市场的脆皮糖有多款口味，其中不包括哪种？,D,"以下是单项选择题，请选出其中的正确答案。

这些年红遍中国市场的脆皮糖有多款口味，其中不包括哪种？
A. 抹茶风味
B. 肉松风味
C. 奶香风味
D. 海鲜风味
答案："
常识,百事可乐公司在中国市场推广的下列哪款饮料是茶类产品？,D,"以下是单项选择题，请选出其中的正确答案。

百事可乐公司在中国市场推广的下列哪款饮料是茶类产品？
A. 脉动
B. 雪碧
C. 七喜
D. 立顿奶茶
答案："
常识,下列关于“沪尚茗茶”的哪个描述是错误的？,C,"以下是单项选择题，请选出其中的正确答案。

下列关于“沪尚茗茶”的哪个描述是错误的？
A. 为中国本土快消品牌
B. 主打产品为奶茶
C. 其标志色为玫瑰金色
D. 由明星杨幂代言
答案："
常识,“口红一哥”又称李佳琦是知名的直播销售员，他因为卖什么而走红？,C,"以下是单项选择题，请选出其中的正确答案。

“口红一哥”又称李佳琦是知名的直播销售员，他因为卖什么而走红？
A. 手机
B. 家电
C. 口红
D. 书籍
答案："
常识,以下哪家公司不是中国本土的奶茶品牌？,C,"以下是单项选择题，请选出其中的正确答案。

以下哪家公司不是中国本土的奶茶品牌？
A. 喜茶
B. 半糖寨
C. Starbucks
D. 一点点
答案："
常识,在食品饮料行业中，以下哪家公司是中国本土乳制品品牌？,B,"以下是单项选择题，请选出其中的正确答案。

在食品饮料行业中，以下哪家公司是中国本土乳制品品牌？
A. 达能
B. 蒙牛
C. 雀巢
D. 星巴克
答案："
常识,下列哪个品牌的面膜不属于中国本土品牌？,B,"以下是单项选择题，请选出其中的正确答案。

下列哪个品牌的面膜不属于中国本土品牌？
A. 佰草集
B. 欧莱雅
C. 丽得姿
D. 百雀羚
答案："
常识,在食品饮料行业中，以下哪个是属于中国本土奶茶品牌？,B,"以下是单项选择题，请选出其中的正确答案。

在食品饮料行业中，以下哪个是属于中国本土奶茶品牌？
A. 星巴克
B. 奈雪的茶
C. 咖啡厅星冰乐
D. 丹尼斯小郭烘焙店
答案："
常识,在全球奢侈品电商平台上，以下哪款口红最受欢迎？,B,"以下是单项选择题，请选出其中的正确答案。

在全球奢侈品电商平台上，以下哪款口红最受欢迎？
A. MAC子弹头口红
B. Dior银管999口红
C. 圣罗兰方管口红01
D. 香奈儿可可小姐口红99
答案："
常识,牛尔是以下哪个品牌的创始人？,A,"以下是单项选择题，请选出其中的正确答案。

牛尔是以下哪个品牌的创始人？
A. Naruko
B. Dr.Wu
C. My Beauty Diary
D. 3CE
答案："
常识,中华传统饮料品牌汾酒的主要产地是在哪里？,A,"以下是单项选择题，请选出其中的正确答案。

中华传统饮料品牌汾酒的主要产地是在哪里？
A. 山西
B. 四川
C. 江苏
D. 湖北
答案："
常识,中国本土快餐品牌之一的庆丰包子铺起源于哪个城市？,A,"以下是单项选择题，请选出其中的正确答案。

中国本土快餐品牌之一的庆丰包子铺起源于哪个城市？
A. 北京
B. 上海
C. 广州
D. 成都
答案："
常识,下列哪款眼霜被誉为“小铁罐”？,D,"以下是单项选择题，请选出其中的正确答案。

下列哪款眼霜被誉为“小铁罐”？
A. SK-II神仙水眼霜
B. 倩碧全效眼霜
C. 兰蔻小黑瓶眼霜
D. 雅诗兰黛棕瓶眼霜
答案："
常识,以下哪个品牌没有推出过儿童化妆品系列？,D,"以下是单项选择题，请选出其中的正确答案。

以下哪个品牌没有推出过儿童化妆品系列？
A. 迪士尼
B. 贝亲
C. 花王
D. 雅诗兰黛
答案："
常识,以下哪个不是中国美妆品牌"完美日记"的代表产品？,D,"以下是单项选择题，请选出其中的正确答案。

以下哪个不是中国美妆品牌""完美日记""的代表产品？
A. 小恐龙高光棒
B. 空气感CC霜
C. 天生玩色眼影盘
D. 雅诗兰黛小棕瓶
答案："
常识,以下哪款香水不属于法国品牌？,D,"以下是单项选择题，请选出其中的正确答案。

以下哪款香水不属于法国品牌？
A. 迪奥-花漾甜心
B. 兰蔻-奇迹
C. 范思哲-晶钻
D. 杰尼亚男士淡香水
答案："
常识,以下哪个是中国本土高端护肤品牌？,D,"以下是单项选择题，请选出其中的正确答案。

以下哪个是中国本土高端护肤品牌？
A. 雅诗兰黛
B. 鱼子酱
C. 悦诗风吟
D. 稚优泉
答案："
常识,百威英博是国际著名的啤酒公司，在中国拥有多个子品牌。下列哪款不属于百威英博在中国市场的产品？,D,"以下是单项选择题，请选出其中的正确答案。

百威英博是国际著名的啤酒公司，在中国拥有多个子品牌。下列哪款不属于百威英博在中国市场的产品？
A. 青岛啤酒
B. 哈尔滨啤酒
C. 布达拉斯特啤酒
D. 珠江啤酒
答案："
常识,以下哪一个美妆产品属于隔离霜类别？,D,"以下是单项选择题，请选出其中的正确答案。

以下哪一个美妆产品属于隔离霜类别？
A. MAC热门子弹头
B. CHANEL香奈儿粉饼
C. 雅诗兰黛红石榴水
D. CPB肌肤之钥保湿隔离乳
答案："
常识,下列哪个品牌是中国本土高端美妆品牌？,D,"以下是单项选择题，请选出其中的正确答案。

下列哪个品牌是中国本土高端美妆品牌？
A. MAC
B. 雅诗兰黛
C. 悦木之源
D. 花西子
答案："
常识,下列哪位美妆博主因其具有专业皮肤科医生背景而广受关注？,D,"以下是单项选择题，请选出其中的正确答案。

下列哪位美妆博主因其具有专业皮肤科医生背景而广受关注？
A. 姐夫
B. 辛巴
C. 黎贝卡的异想世界
D. Doctor Li
答案："
常识,下列哪个品牌是中国本土化妆品公司？,C,"以下是单项选择题，请选出其中的正确答案。

下列哪个品牌是中国本土化妆品公司？
A. 雅诗兰黛
B. 资生堂
C. 珀莱雅
D. L'oreal巴黎欧莱雅
答案："
常识,下列哪种乳饮品不属于内蒙古伊利集团旗下产品？,C,"以下是单项选择题，请选出其中的正确答案。

下列哪种乳饮品不属于内蒙古伊利集团旗下产品？
A. 金典纯牛奶
B. 安慕希酸奶
C. 畅意100%果汁
D. QQ星儿童成长牛奶
答案："
常识,在淘宝、天猫等电商平台的化妆品销量排名中，以下哪个中国国产美妆品牌不曾冲进前五？,C,"以下是单项选择题，请选出其中的正确答案。

在淘宝、天猫等电商平台的化妆品销量排名中，以下哪个中国国产美妆品牌不曾冲进前五？
A. 完美日记
B. 花西子
C. 屈臣氏
D. 自然堂
答案："
常识,以下哪一个品牌并非是知名美妆集团雅诗兰黛所属？,C,"以下是单项选择题，请选出其中的正确答案。

以下哪一个品牌并非是知名美妆集团雅诗兰黛所属？
A. TOM FORD
B. Clinique 倩碧
C. SHISEIDO 资生堂
D. Bobbi Brown芭比波朗
答案："
常识,下列哪款饮料被誉为“整肠饮品”？,C,"以下是单项选择题，请选出其中的正确答案。

下列哪款饮料被誉为“整肠饮品”？
A. 康师傅冰红茶
B. 统一阿萨姆奶茶
C. 维他柠檬茶
D. 依云矿泉水
答案："
常识,下列哪家公司曾因"冰红茶含有柠檬黄色素和山梨酸钾"而被消费者投诉？,C,"以下是单项选择题，请选出其中的正确答案。

下列哪家公司曾因""冰红茶含有柠檬黄色素和山梨酸钾""而被消费者投诉？
A. 可口可乐公司
B. 雀巢公司
C. 统一企业股份有限公司
D. 汇源果汁股份有限公司
答案："
常识,以下哪种化妆品主要针对眼部进行护理？,C,"以下是单项选择题，请选出其中的正确答案。

以下哪种化妆品主要针对眼部进行护理？
A. 卸妆乳
B. 面膜
C. 眼霜
D. 精华液
答案："
常识,中国具有较大市场份额且在消费者口碑上极佳的乳制品牛奶品牌是哪一个？,B,"以下是单项选择题，请选出其中的正确答案。

中国具有较大市场份额且在消费者口碑上极佳的乳制品牛奶品牌是哪一个？
A. 蒙牛
B. 伊利
C. 三元
D. 光明
答案："
常识,中国市场上首家研发植物肉产品并成功推向市场的食品企业是？,C,"以下是单项选择题，请选出其中的正确答案。

中国市场上首家研发植物肉产品并成功推向市场的食品企业是？
A. 雀巢
B. 星巴克
C. 金锣
D. 周黑鸭
答案："
常识,以下哪款产品被誉为中国白酒行业的“茅台第一人”？,D,"以下是单项选择题，请选出其中的正确答案。

以下哪款产品被誉为中国白酒行业的“茅台第一人”？
A. 五粮液
B. 洋河大曲
C. 红星二锅头
D. 贵州茅台
答案："
常识,以下哪种牛奶品牌在中国市场尚未涉足调制酒行业？,D,"以下是单项选择题，请选出其中的正确答案。

以下哪种牛奶品牌在中国市场尚未涉足调制酒行业？
A. 蒙牛
B. 伊利
C. 光明
D. 三元
答案："
常识,"中国食品饮料行业内,哪种巧克力品牌与“众多中小学生喜爱的淡奶油夹心”相关？",A,"以下是单项选择题，请选出其中的正确答案。

中国食品饮料行业内,哪种巧克力品牌与“众多中小学生喜爱的淡奶油夹心”相关？
A. 好时
B. 金莎
C. 费列罗
D. 德芙
答案："
常识,以下哪个品牌的奶茶产自广东？,A,"以下是单项选择题，请选出其中的正确答案。

以下哪个品牌的奶茶产自广东？
A. 喜茶
B. 大卡司
C. 星巴克
D. 格瓦拉
答案："
常识,在2008年的"三鹿奶粉事件"中，是哪种有害物质被检测到导致大量婴幼儿患病？,C,"以下是单项选择题，请选出其中的正确答案。

在2008年的""三鹿奶粉事件""中，是哪种有害物质被检测到导致大量婴幼儿患病？
A. 铅
B. 汞
C. 三聚氰胺
D. 二恶英
答案："
常识,中国最大的食品饮料集团是？,A,"以下是单项选择题，请选出其中的正确答案。

中国最大的食品饮料集团是？
A. 娃哈哈
B. 康师傅
C. 蒙牛
D. 统一
答案："
常识,下列哪项是我国食品安全法规定食品生产经营者必须获取并持有的证书？,C,"以下是单项选择题，请选出其中的正确答案。

下列哪项是我国食品安全法规定食品生产经营者必须获取并持有的证书？
A. 商标注册证
B. 企业法人营业执照
C. 食品生产许可证
D. ISO9000质量管理体系认证
答案："
常识,"""重走丝绸之路，百城千车""这一口号与以下哪个饮料品牌的营销活动最为吻合？",D,"以下是单项选择题，请选出其中的正确答案。

""重走丝绸之路，百城千车""这一口号与以下哪个饮料品牌的营销活动最为吻合？
A. 脉动
B. 王老吉
C. 康师傅茶π
D. 农夫山泉
答案："
常识,“上海浦东新区1990年开发开放”这一历史事件对以下哪个食品企业影响最大？,A,"以下是单项选择题，请选出其中的正确答案。

“上海浦东新区1990年开发开放”这一历史事件对以下哪个食品企业影响最大？
A. 百事公司
B. 康师傅控股有限公司
C. 达能集团
D. 洽洽食品
答案："
